Ano;mês;Detalhe 1;Detalhe 2;Chave;chave 2;Chamadas recebidas;Chamadas atendidas;% Abandonos;% Conversão Agendamentos;Agendamento Identificado;Oferta de Consultas;Oferta de Consultas 1.ª Vez;Consultas Agendadas;Encaixes (Consultas);Faltas;Consultas Atendidas;Consultas 1.ª Vez Atendidas;Planos Terapeuticos Cirurgicos;Planos Terapeuticos Clinicos;Planos Terapeuticos Total;Exame Solicitado 1;Exame Solicitado 2;Oferta de Exames;Exames Agendados;Faltas (Exames);Exames Realizados;Cirurgias Realizadas;Cirurgias Realizadas (Horas);Capacidade total Centro Cirurgico; Oferta dos CCs (Horas);Cirurgias Canceladas;Ocupação Centro Cirurgico;Leitos Operacionais;Leitos Operacionais x (Mês);Internações (Total);Internações Eletivas;Internações Emergência;Pacientes Dia;Rampas; SLA Emergencia; Contador Emergencia; Qtde AltasMéd ; AltasMéd até 12h ;Soma de Assert. AltaMéd (2); Previsão AltaMéd (2);Solicitações QT Internados;Internações QT;Oferta QT;Realizado QT;Ciclos RXT Programados;Ciclos RXT Iniciados;Oferta RT;NPS;Soma de Atend;Soma de Tempo 30;Soma de Tempo 60;Exame Solicitado Acumulado;Exames Realizados Acumulado;Plano Terapeutico QT Acumulado;Internação QT acumulado;Planos Terapeuticos Cirurgicos Acumulado;Cirurgias Realizadas Acumulado;;
2020;jul-20;Itaim;Cirurgia plástica e reparadora;202044013ItaimCirurgia plástica e reparadora;ItaimCirurgia plástica e reparadora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Cirurgia Torácica;202044013ItaimCirurgia Torácica;ItaimCirurgia Torácica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Cirurgia Vascular;202044013ItaimCirurgia Vascular;ItaimCirurgia Vascular;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Dermatologia;202044013ItaimDermatologia;ItaimDermatologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Dermatoscopia;202044013ItaimDermatoscopia;ItaimDermatoscopia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Gastroenterologia;202044013ItaimGastroenterologia;ItaimGastroenterologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Ginecologia Geral;202044013ItaimGinecologia Geral;ItaimGinecologia Geral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Ginecologia Oncológica;202044013ItaimGinecologia Oncológica;ItaimGinecologia Oncológica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Mastologia;202044013ItaimMastologia;ItaimMastologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Neurocirurgia;202044013ItaimNeurocirurgia;ItaimNeurocirurgia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Oftamologia;202044013ItaimOftamologia;ItaimOftamologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Oncologia Clínica;202044013ItaimOncologia Clínica;ItaimOncologia Clínica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Oncologia Cutânea;202044013ItaimOncologia Cutânea;ItaimOncologia Cutânea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Ortopedia;202044013ItaimOrtopedia;ItaimOrtopedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Otorrinologia;202044013ItaimOtorrinologia;ItaimOtorrinologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Pneumologia / Tisiologia;202044013ItaimPneumologia / Tisiologia;ItaimPneumologia / Tisiologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Tumores Colorretais;202044013ItaimTumores Colorretais;ItaimTumores Colorretais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Itaim;Urologia;202044013ItaimUrologia;ItaimUrologia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Broncoscopia;202044013Pires da MotaBroncoscopia;Pires da MotaBroncoscopia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Cirurgia Abdominal;202044013Pires da MotaCirurgia Abdominal;Pires da MotaCirurgia Abdominal;;;;;;;;;;;;;2;0;2;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Cirurgia de Cabeça e Pescoço;202044013Pires da MotaCirurgia de Cabeça e Pescoço;Pires da MotaCirurgia de Cabeça e Pescoço;;;;;;;;;;;;;9;0;9;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Cirurgia plástica e reparadora;202044013Pires da MotaCirurgia plástica e reparadora;Pires da MotaCirurgia plástica e reparadora;;;;;;462;60;320;22;37;282;5;38;0;38;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;245;37;6;0;0;;;;;;
2020;jul-20;Pires da Mota;Cirurgia Torácica;202044013Pires da MotaCirurgia Torácica;Pires da MotaCirurgia Torácica;;;;;;;;;;;;;4;0;4;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Cirurgia Vascular;202044013Pires da MotaCirurgia Vascular;Pires da MotaCirurgia Vascular;;;;;;408;38;247;5;42;205;3;7;0;7;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;188;26;1;0;0;;;;;;
2020;jul-20;Pires da Mota;Coleda;202044013Pires da MotaColeda;Pires da MotaColeda;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Colonoscopia;202044013Pires da MotaColonoscopia;Pires da MotaColonoscopia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Densitometria;202044013Pires da MotaDensitometria;Pires da MotaDensitometria;;;;;;;;;;;;;;;;;;664;336;36;300;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;1520;;;;;;
2020;jul-20;Pires da Mota;Dermatologia;202044013Pires da MotaDermatologia;Pires da MotaDermatologia;;;;;;1372;344;1217;55;276;940;105;236;0;236;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;889;145;30;0;0;;;;;;
2020;jul-20;Pires da Mota;Dermatoscopia;202044013Pires da MotaDermatoscopia;Pires da MotaDermatoscopia;;;;;;;;;;;;;;;;;;560;331;44;287;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;1340;;;;;;
2020;jul-20;Pires da Mota;Ecocardiograma;202044013Pires da MotaEcocardiograma;Pires da MotaEcocardiograma;;;;;;;;;;;;;;;;;;102;74;10;64;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;341;;;;;;
2020;jul-20;Pires da Mota;Endoscopia Alta;202044013Pires da MotaEndoscopia Alta;Pires da MotaEndoscopia Alta;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Gastroenterologia;202044013Pires da MotaGastroenterologia;Pires da MotaGastroenterologia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota; Central de Rel. (Geral);202044013Pires da Mota Central de Rel. (Geral);Pires da Mota Central de Rel. (Geral);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Ginecologia Geral;202044013Pires da MotaGinecologia Geral;Pires da MotaGinecologia Geral;;;;;;1420;420;958;0;124;835;1;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;756;31;7;0;0;;;;;;
2020;jul-20;Pires da Mota;Ginecologia Oncológica;202044013Pires da MotaGinecologia Oncológica;Pires da MotaGinecologia Oncológica;;;;;;1165;212;890;77;101;785;87;4;0;4;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;559;64;13;0;0;;;;;;
2020;jul-20;Pires da Mota;Mamografia;202044013Pires da MotaMamografia;Pires da MotaMamografia;;;;;;;;;;;;;;;;;;938;564;55;509;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2486;;;;;;
2020;jul-20;Pires da Mota;Mamografia Conciliada;202044013Pires da MotaMamografia Conciliada;Pires da MotaMamografia Conciliada;;;;;;;;;;;;;;;;;;661;580;51;529;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;2381;;;;;;
2020;jul-20;Pires da Mota;Mamografia Específicas;202044013Pires da MotaMamografia Específicas;Pires da MotaMamografia Específicas;;;;;;;;;;;;;;;;;;219;47;7;40;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;235;;;;;;
2020;jul-20;Pires da Mota;Mastologia;202044013Pires da MotaMastologia;Pires da MotaMastologia;;;;;;2352;538;1877;87;188;1679;130;8;0;8;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1504;139;11;0;0;;;;;;
2020;jul-20;Pires da Mota;Medicina Nuclear;202044013Pires da MotaMedicina Nuclear;Pires da MotaMedicina Nuclear;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Neurocirurgia;202044013Pires da MotaNeurocirurgia;Pires da MotaNeurocirurgia;;;;;;;;;;;;;3;0;3;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;NPS;202044013Pires da MotaNPS;Pires da MotaNPS;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;90,7%;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Oftamologia;202044013Pires da MotaOftamologia;Pires da MotaOftamologia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Oncologia Clínica;202044013Pires da MotaOncologia Clínica;Pires da MotaOncologia Clínica;;;;;;2940;298;2207;101;191;1996;37;2;0;2;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1450;156;18;0;0;;;;;;
2020;jul-20;Pires da Mota;Oncologia Cutânea;202044013Pires da MotaOncologia Cutânea;Pires da MotaOncologia Cutânea;;;;;;1081;251;700;30;53;643;71;258;0;258;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;396;39;3;0;0;;;;;;
2020;jul-20;Pires da Mota;Ortopedia;202044013Pires da MotaOrtopedia;Pires da MotaOrtopedia;;;;;;;;;;;;;1;0;1;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Otorrinologia;202044013Pires da MotaOtorrinologia;Pires da MotaOtorrinologia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;PET;202044013Pires da MotaPET;Pires da MotaPET;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Pneumologia / Tisiologia;202044013Pires da MotaPneumologia / Tisiologia;Pires da MotaPneumologia / Tisiologia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Raio Especializado;202044013Pires da MotaRaio Especializado;Pires da MotaRaio Especializado;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Raio X;202044013Pires da MotaRaio X;Pires da MotaRaio X;;;;;;;;;;;;;;;;;;1;1;0;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;419;;;;;;
2020;jul-20;Pires da Mota;Ressonância;202044013Pires da MotaRessonância;Pires da MotaRessonância;;;;;;;;;;;;;;;;;;1019;896;98;798;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;4604;;;;;;
2020;jul-20;Pires da Mota;Tomo com Anestesia;202044013Pires da MotaTomo com Anestesia;Pires da MotaTomo com Anestesia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Tomografia;202044013Pires da MotaTomografia;Pires da MotaTomografia;;;;;;;;;;;;;;;;;;1549;781;79;702;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;4147;;;;;;
2020;jul-20;Pires da Mota;Tomografia / Biópsia;202044013Pires da MotaTomografia / Biópsia;Pires da MotaTomografia / Biópsia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Tumores Colorretais;202044013Pires da MotaTumores Colorretais;Pires da MotaTumores Colorretais;;;;;;;;;;;;;7;0;7;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;UI;202044013Pires da MotaUI;Pires da MotaUI;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;Ultrassom;202044013Pires da MotaUltrassom;Pires da MotaUltrassom;;;;;;;;;;;;;;;;;;2121;2002;224;1778;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;8615;;;;;;
2020;jul-20;Pires da Mota;Ultrassom / Biópsia;202044013Pires da MotaUltrassom / Biópsia;Pires da MotaUltrassom / Biópsia;;;;;;;;;;;;;;;;;;474;169;13;156;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;762;;;;;;
2020;jul-20;Pires da Mota;Urologia;202044013Pires da MotaUrologia;Pires da MotaUrologia;;;;;;;;;;;;;15;0;15;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Pires da Mota;UTI;202044013Pires da MotaUTI;Pires da MotaUTI;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Cirurgia Abdominal;202044013Radioterapia CCCirurgia Abdominal;Radioterapia CCCirurgia Abdominal;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Cirurgia de Cabeça e Pescoço;202044013Radioterapia CCCirurgia de Cabeça e Pescoço;Radioterapia CCCirurgia de Cabeça e Pescoço;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Cirurgia plástica e reparadora;202044013Radioterapia CCCirurgia plástica e reparadora;Radioterapia CCCirurgia plástica e reparadora;;;;;;;;;;;;;;;;;;0;0;0;0;2;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Cirurgia Torácica;202044013Radioterapia CCCirurgia Torácica;Radioterapia CCCirurgia Torácica;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Cirurgia Vascular;202044013Radioterapia CCCirurgia Vascular;Radioterapia CCCirurgia Vascular;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Dermatologia;202044013Radioterapia CCDermatologia;Radioterapia CCDermatologia;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Ginecologia Oncológica;202044013Radioterapia CCGinecologia Oncológica;Radioterapia CCGinecologia Oncológica;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Mastologia;202044013Radioterapia CCMastologia;Radioterapia CCMastologia;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Neurocirurgia;202044013Radioterapia CCNeurocirurgia;Radioterapia CCNeurocirurgia;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Oftamologia;202044013Radioterapia CCOftamologia;Radioterapia CCOftamologia;;;;;;;;;;;;;;;;;;0;0;0;0;4;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Oncologia Clínica;202044013Radioterapia CCOncologia Clínica;Radioterapia CCOncologia Clínica;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Oncologia Cutânea;202044013Radioterapia CCOncologia Cutânea;Radioterapia CCOncologia Cutânea;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Ortopedia;202044013Radioterapia CCOrtopedia;Radioterapia CCOrtopedia;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Otorrinologia;202044013Radioterapia CCOtorrinologia;Radioterapia CCOtorrinologia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Tumores Colorretais;202044013Radioterapia CCTumores Colorretais;Radioterapia CCTumores Colorretais;;;;;;;;;;;;;;;;;;0;0;0;0;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Radioterapia CC;Urologia;202044013Radioterapia CCUrologia;Radioterapia CCUrologia;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Broncoscopia;202044013TamandaréBroncoscopia;TamandaréBroncoscopia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Cirurgia Abdominal;202044013TamandaréCirurgia Abdominal;TamandaréCirurgia Abdominal;;;;;;;;;;;;;7;1;8;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Cirurgia de Cabeça e Pescoço;202044013TamandaréCirurgia de Cabeça e Pescoço;TamandaréCirurgia de Cabeça e Pescoço;;;;;;;;;;;;;20;0;20;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Cirurgia plástica e reparadora;202044013TamandaréCirurgia plástica e reparadora;TamandaréCirurgia plástica e reparadora;;;;;;;;;;;;;30;0;30;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Cirurgia Torácica;202044013TamandaréCirurgia Torácica;TamandaréCirurgia Torácica;;;;;;;;;;;;;6;0;6;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Cirurgia Vascular;202044013TamandaréCirurgia Vascular;TamandaréCirurgia Vascular;;;;;;;;;;;;;10;0;10;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Coleda;202044013TamandaréColeda;TamandaréColeda;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Colonoscopia;202044013TamandaréColonoscopia;TamandaréColonoscopia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Densitometria;202044013TamandaréDensitometria;TamandaréDensitometria;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Dermatologia;202044013TamandaréDermatologia;TamandaréDermatologia;;;;;;;;;;;;;5;4;9;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Dermatoscopia;202044013TamandaréDermatoscopia;TamandaréDermatoscopia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Ecocardiograma;202044013TamandaréEcocardiograma;TamandaréEcocardiograma;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Endoscopia Alta;202044013TamandaréEndoscopia Alta;TamandaréEndoscopia Alta;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Gastroenterologia;202044013TamandaréGastroenterologia;TamandaréGastroenterologia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré; Central de Rel. (Geral);202044013Tamandaré Central de Rel. (Geral);Tamandaré Central de Rel. (Geral);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Ginecologia Geral;202044013TamandaréGinecologia Geral;TamandaréGinecologia Geral;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Ginecologia Oncológica;202044013TamandaréGinecologia Oncológica;TamandaréGinecologia Oncológica;;;;;;;;;;;;;10;1;11;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Mamografia;202044013TamandaréMamografia;TamandaréMamografia;;;;;;;;;;;;;;;;;;597;202;24;178;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;1160;;;;;;
2020;jul-20;Tamandaré;Mamografia Conciliada;202044013TamandaréMamografia Conciliada;TamandaréMamografia Conciliada;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Mamografia Específicas;202044013TamandaréMamografia Específicas;TamandaréMamografia Específicas;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Mastologia;202044013TamandaréMastologia;TamandaréMastologia;;;;;;;;;;;;;6;0;6;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Medicina Nuclear;202044013TamandaréMedicina Nuclear;TamandaréMedicina Nuclear;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Neurocirurgia;202044013TamandaréNeurocirurgia;TamandaréNeurocirurgia;;;;;;;;;;;;;3;0;3;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;NPS;202044013TamandaréNPS;TamandaréNPS;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;96,8%;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Oftamologia;202044013TamandaréOftamologia;TamandaréOftamologia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Oncologia Clínica;202044013TamandaréOncologia Clínica;TamandaréOncologia Clínica;;;;;;;;;;;;;9;8;17;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Oncologia Cutânea;202044013TamandaréOncologia Cutânea;TamandaréOncologia Cutânea;;;;;;;;;;;;;4;0;4;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Ortopedia;202044013TamandaréOrtopedia;TamandaréOrtopedia;;;;;;;;;;;;;3;0;3;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;Otorrinologia;202044013TamandaréOtorrinologia;TamandaréOtorrinologia;;;;;;;;;;;;;3;1;4;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;jul-20;Tamandaré;PET;202044013TamandaréPET;TamandaréPET;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
